article,head,head_type,type,tail,tail_type
articulo_22.txt,hombres,concept,opposite of,mujeres,concept
articulo_22.txt,contrato de trabajo,concept,subclass of,prestación laboral,concept
articulo_81.txt,Locales y tablón de anuncios,concept,instance of,tablón de anuncios,concept
articulo_81.txt,delegados de personal,concept,part of,empresas,concept
articulo_81.txt,comité de empresa,concept,part of,empresas,concept
articulo_81.txt,TÍTULO III,media,follows,TÍTULO III,media
articulo_81.txt,convenios colectivos,concept,part of,negociación colectiva,concept
articulo_81.txt,CAPÍTULO I,media,follows,CAPÍTULO I,media
articulo_81.txt,Disposiciones generales,concept,subclass of,Disposiciones generales,concept
articulo_81.txt,Naturaleza y efectos de los convenios,concept,instance of,Sección,concept
articulo_86.txt,Vigencia,loc,located in the administrative territorial entity,Vigencia,loc
articulo_86.txt,convenio,concept,participant,partes negociadoras,concept
articulo_86.txt,88,concept,follows,87,concept
articulo_86.txt,convenios colectivos,concept,subclass of,pacto,concept
articulo_86.txt,convenio colectivo,concept,subclass of,convenio,concept
articulo_86.txt,convenio colectivo,concept,subclass of,pacto,concept
articulo_86.txt,laudo arbitral,concept,subclass of,arbitraje,concept
articulo_86.txt,laudo arbitral,concept,part of,convenio,concept
articulo_86.txt,deroga,concept,part of,convenio,concept
articulo_86.txt,Sección 2.a Legitimación,media,part of,Legitimación,per
articulo_53.txt,extinción por causas objetivas,concept,subclass of,Forma y efectos de la extinción,concept
articulo_53.txt,acuerdo de extinción,concept,subclass of,extinción,concept
articulo_53.txt,Comunicación escrita,concept,used by,trabajador,concept
articulo_53.txt,mensualidades,concept,subclass of,indemnización,concept
articulo_53.txt,artículo 52.c,concept,main subject,decisión extintiva,concept
articulo_53.txt,artículo 52.c,concept,main subject,decisión extintiva,concept
articulo_53.txt,extinción del contrato de trabajo,concept,facet of,contrato de trabajo,concept
articulo_53.txt,licencia,concept,instance of,empleo,concept
articulo_53.txt,decisión extintiva,concept,subclass of,despido disciplinario,concept
articulo_53.txt,libertades públicas,concept,subclass of,derechos fundamentales,concept
articulo_53.txt,extintiva,concept,subclass of,decisión,concept
articulo_53.txt,parto,concept,has cause,lactancia natural,concept
articulo_53.txt,trabajadoras embarazadas,concept,subclass of,trabajadoras,concept
articulo_53.txt,"contrato por nacimiento, adopción, guarda con fines de adopción o acogimiento",concept,follows,"contrato por nacimiento, adopción, adopción o guarda con fines de adopción o el acogimiento",concept
articulo_53.txt,extinción del contrato,concept,subclass of,despido,concept
articulo_53.txt,decisión extintiva,concept,subclass of,decisión,concept
articulo_53.txt,decisión extintiva,concept,subclass of,decisión,concept
articulo_53.txt,indemnización,concept,subclass of,salario,concept
articulo_53.txt,procedencia o improcedencia de la decisión extintiva,concept,subclass of,despido disciplinario,concept
articulo_53.txt,desempleo,concept,subclass of,indemnización,concept
articulo_53.txt,indemnización,concept,subclass of,indemnización económica,concept
articulo_26.txt,salario,concept,part of,salario,concept
articulo_26.txt,salario,concept,different from,remuneración,concept
articulo_26.txt,remuneración,concept,different from,salario,concept
articulo_26.txt,salario mínimo interprofesional,concept,instance of,salario en especie,concept
articulo_26.txt,indemnizaciones,concept,part of,Seguridad Social,concept
articulo_26.txt,salario base,concept,subclass of,salario,concept
articulo_26.txt,Seguridad Social,concept,subclass of,cargas fiscales,concept
articulo_26.txt,salario,concept,part of,cómputo,concept
articulo_71.txt,Elección para el comité de empresa,concept,facet of,comité de empresa,concept
articulo_71.txt,técnicos,concept,subclass of,trabajadores,concept
articulo_71.txt,fracción,concept,part of,grupo,concept
articulo_71.txt,elecciones a miembros del comité de empresa,concept,subclass of,elecciones,concept
articulo_71.txt,sindicato,concept,subclass of,grupo de trabajadores,concept
articulo_71.txt,representantes,concept,part of,comité de empresa,concept
articulo_71.txt,votos válidos,concept,part of,representación proporcional,concept
articulo_71.txt,candidatos,concept,part of,candidatura,concept
articulo_71.txt,candidato,concept,part of,elección,concept
articulo_67.txt,Promoción de elecciones,concept,subclass of,mandato electoral,concept
articulo_67.txt,delegados de personal,concept,part of,organizaciones sindicales,concept
articulo_67.txt,miembros de comités de empresa,concept,part of,organizaciones sindicales,concept
articulo_67.txt,elecciones,concept,part of,proceso electoral,concept
articulo_67.txt,"Ley Orgánica 11/1985, de 2 de agosto, de Libertad Sindical",media,main subject,sindicatos,concept
articulo_67.txt,renovar la representación por conclusión de la duración del mandato,concept,subclass of,elecciones,concept
articulo_67.txt,elecciones parciales,concept,part of,convenios colectivos,concept
articulo_67.txt,promoción de elecciones,concept,subclass of,proceso electoral,concept
articulo_67.txt,promoción,concept,part of,proceso electoral,concept
articulo_67.txt,comité de empresa,concept,subclass of,empresa,concept
articulo_67.txt,delegados de personal,concept,part of,comité de empresa,org
articulo_67.txt,sufragio personal,concept,subclass of,sufragio,concept
articulo_67.txt,delegados de personal,concept,part of,votación,concept
articulo_67.txt,tablón de anuncios,concept,part of,oficina pública,concept
articulo_88.txt,Comisión negociadora,media,facet of,negociadora,concept
articulo_88.txt,voz,concept,opposite of,voto,concept
articulo_88.txt,voto,concept,opposite of,voz,concept
articulo_88.txt,delegados de personal,concept,part of,comités de empresa,concept
articulo_88.txt,comisión negociadora,concept,subclass of,organizaciones sindicales,concept
articulo_88.txt,comisión negociadora,concept,subclass of,asociaciones empresariales,concept
articulo_88.txt,empresariales,concept,subclass of,organizaciones sindicales,concept
articulo_88.txt,comisión,concept,subclass of,partes negociadoras,concept
articulo_88.txt,convenios sectoriales,concept,subclass of,convenio,concept
articulo_88.txt,sesión constitutiva de la comisión,media,part of,comisión negociadora,media
articulo_88.txt,CAPÍTULO II,media,follows,CAPÍTULO I,media
articulo_88.txt,Procedimiento,concept,part of,Procedimiento,concept
articulo_88.txt,"Tramitación, aplicación e interpretación",concept,part of,Sección 1.a,concept
intro.txt,texto refundido de la Ley del Estatuto de los Trabajadores,concept,part of,Ley 20/2014,media
intro.txt,Ley 20/2014,media,publication date,31 de octubre de 2014,date
intro.txt,sindicales,concept,subclass of,empresariales,concept
intro.txt,reunión del día 23 de octubre de 2015,concept,point in time,23 de octubre de 2015,date
intro.txt,DISPONGO,misc,manufacturer,DISPONGO,org
intro.txt,Ley del Estatuto de los Trabajadores,concept,instance of,texto refundido,concept
intro.txt,Ley del Estatuto de los Trabajadores,concept,instance of,Ley,concept
intro.txt,Disposición derogatoria única,concept,instance of,Derogación normativa,concept
intro.txt,texto refundido,concept,replaces,real decreto legislativo,concept
intro.txt,Ley del Estatuto de los Trabajadores,concept,main regulatory text,Real Decreto Legislativo 1/1995,unk
intro.txt,disposición adicional cuarta,concept,part of,Ley 12/2001,media
intro.txt,disposición transitoria a segunda,concept,part of,Ley 12/2001,media
intro.txt,disposición adicional séptima,concept,part of,Ley 43/2006,media
intro.txt,disposición transitoria segunda,concept,part of,Ley 43/2006,media
intro.txt,Ley 35/2010,media,main subject,"17 de septiembre, de medidas urgentes para la reforma del mercado de trabajo",concept
intro.txt,disposiciones transitorias,concept,part of,Real Decreto-ley,concept
intro.txt,disposiciones adicionales sexta y novena,concept,part of,"Ley 3/2012, de 6 de julio, de medidas urgentes para la reforma del mercado laboral",concept
intro.txt,disposiciones transitorias quinta y sexta,concept,part of,"Ley 3/2012, de 6 de julio, de medidas urgentes para la reforma del mercado laboral",concept
intro.txt,disposición transitoria novena,concept,part of,"Ley 3/2012, de 6 de julio, de medidas urgentes para la reforma del mercado laboral",concept
intro.txt,disposiciones transitorias décima y decimoquinta,concept,part of,"Ley 3/2012, de 6 de julio, de 6 de julio, de medidas urgentes para la reforma del mercado laboral",concept
intro.txt,Real Decreto-ley 20/2012,media,publication date,20/2012,date
intro.txt,Real Decreto-ley 5/2013,media,publication date,5/2013,date
intro.txt,Real Decreto-ley 16/2013,media,publication date,16/2013,date
intro.txt,"Ley 1/2014, de 28 de febrero, para la protección de los trabajadores a tiempo parcial y otras medidas urgentes en el orden económico y social",concept,publication date,1/2014,date
intro.txt,Dado en Oviedo,concept,point in time,23 de octubre de 2015,date
intro.txt,FELIPE R.,misc,instance of,R.,concept
intro.txt,Ministra de Empleo y Seguridad Social,concept,subclass of,Ministra,concept
intro.txt,BÁÑEZ GARCÍA,loc,located in the administrative territorial entity,FÁTIMA BÁÑEZ GARCÍA,loc
intro.txt,TEXTO REFUNDIDO DE LA LEY DEL ESTATUTO DE LOS TRABAJADORES,media,part of,LEY DEL ESTATUTO DE LOS TRABAJADORES,media
intro.txt,TÍTULO I,media,follows,TÍTULO I,media
intro.txt,relación individual de trabajo,concept,opposite of,relación individual de trabajo,concept
intro.txt,CAPÍTULO I,media,follows,CAPÍTULO I,media
intro.txt,Disposiciones generales,concept,subclass of,Disposiciones generales,concept
intro.txt,Ámbito y fuentes,concept,instance of,Sección,concept
articulo_10.txt,Trabajo en común,concept,subclass of,contrato de grupo,concept
articulo_10.txt,deberes,concept,subclass of,derechos,concept
articulo_10.txt,deberes,concept,subclass of,derechos,concept
articulo_10.txt,empresario,concept,subclass of,trabajador,concept
articulo_25.txt,Promoción económica,concept,part of,económica,concept
articulo_25.txt,contrato individual,concept,subclass of,convenio colectivo,concept
articulo_25.txt,adquisición,concept,subclass of,derechos adquiridos,concept
articulo_25.txt,Salarios y garantías salariales,concept,instance of,Sección,concept
articulo_40.txt,Movilidad geográfica,concept,subclass of,Movilidad,concept
articulo_40.txt,centros de trabajo móviles,concept,subclass of,centros de trabajo,concept
articulo_40.txt,empresario,concept,subclass of,trabajador,concept
articulo_40.txt,mensualidades,concept,part of,periodos de tiempo,concept
articulo_40.txt,reincorporado,concept,subclass of,traslado,concept
articulo_40.txt,fraude de ley,concept,subclass of,fraude,concept
articulo_40.txt,representantes legales de los trabajadores,concept,part of,centro de trabajo,concept
articulo_40.txt,trabajadores,concept,part of,empresas,concept
articulo_40.txt,trabajadores,concept,part of,empresa,concept
articulo_40.txt,trabajadores,concept,part of,empresas,concept
articulo_40.txt,comisión negociadora,concept,subclass of,procedimiento,concept
articulo_40.txt,interlocutores,concept,part of,procedimiento de consultas,concept
articulo_40.txt,representantes legales de los trabajadores,concept,subclass of,representantes,concept
articulo_40.txt,periodo de consultas,concept,follows,periodo de consultas,concept
articulo_40.txt,consultas,concept,participant,autoridad laboral,concept
articulo_40.txt,representantes legales,concept,part of,comisión representativa de los trabajadores,concept
articulo_40.txt,periodo de consultas,concept,subclass of,traslado,concept
articulo_40.txt,conflicto colectivo,concept,subclass of,conflicto,concept
articulo_40.txt,párrafo tercero,concept,part of,apartado 1,concept
articulo_40.txt,arbitraje,concept,subclass of,mediación,concept
articulo_40.txt,trabajador,concept,subclass of,puesto de trabajo,concept
articulo_40.txt,víctimas del terrorismo,concept,subclass of,violencia de género,concept
articulo_40.txt,trabajadores,concept,part of,empresa,concept
articulo_40.txt,centro de trabajo,concept,subclass of,puesto de trabajo,concept
articulo_40.txt,nuevo,concept,follows,anterior,concept
articulo_40.txt,rehabilitación médico-funcional,concept,part of,derecho de protección a la salud,concept
articulo_40.txt,trabajadores,concept,part of,empresa,concept
articulo_40.txt,días laborables,concept,part of,viaje,concept
articulo_40.txt,traslados,concept,part of,orden de desplazamiento,concept
articulo_40.txt,traslados,concept,main regulatory text,ley,concept
articulo_40.txt,convenio colectivo,concept,subclass of,acuerdo,concept
articulo_36.txt,Trabajo nocturno,concept,subclass of,trabajo a turnos,concept
articulo_36.txt,seis de la mañana,concept,follows,diez de la noche,concept
articulo_36.txt,horas diarias,concept,part of,jornada de trabajo,concept
articulo_36.txt,trabajador nocturno,concept,subclass of,jornada diaria de trabajo,concept
articulo_36.txt,trabajo nocturno,concept,subclass of,seguridad,concept
articulo_36.txt,retribución,concept,different from,salario,concept
articulo_36.txt,salario,concept,different from,retribución,concept
articulo_36.txt,trabajo en equipo,concept,subclass of,organización,concept
articulo_36.txt,horas,concept,part of,día,concept
articulo_36.txt,domingo,concept,subclass of,días festivos,concept
articulo_36.txt,turnos,concept,subclass of,trabajo,concept
articulo_36.txt,Prevención de Riesgos Laborales,concept,subclass of,Prevención de Riesgos Laborales,concept
articulo_36.txt,descanso,concept,part of,jornada de trabajo,concept
articulo_90.txt,Validez,concept,named after,Validez,per
articulo_90.txt,nulidad,concept,subclass of,sanción,concept
articulo_90.txt,convenio,concept,participant,autoridad laboral,concept
articulo_90.txt,Boletín Oficial del Estado,concept,instance of,boletín oficial,concept
articulo_90.txt,convenio,concept,has cause,acuerden las partes,concept
articulo_90.txt,"Ley 36/2011, de 10 de octubre, Reguladora de la Jurisdicción Social",concept,main subject,jurisdicción social,concept
articulo_90.txt,igualdad,concept,subclass of,discriminaciones,concept
articulo_90.txt,Jurisdicción Social,concept,subclass of,jurisdicción social,concept
articulo_74.txt,Funciones de la mesa,concept,facet of,mesa,concept
articulo_74.txt,elecciones,concept,facet of,empresa,concept
articulo_74.txt,elecciones,concept,part of,proceso electoral,concept
articulo_74.txt,censo laboral,concept,subclass of,censo,concept
articulo_74.txt,mesa electoral,concept,instance of,funciones,concept
articulo_74.txt,electores,concept,part of,censo laboral,concept
articulo_74.txt,presentación de candidaturas,concept,facet of,número de representantes,concept
articulo_74.txt,proclamará,concept,facet of,candidaturas,concept
articulo_74.txt,fecha de votación,concept,facet of,votación,concept
articulo_74.txt,acta de escrutinio,concept,used by,escrutinio,concept
articulo_74.txt,elecciones,concept,part of,constitución,concept
articulo_74.txt,delegado de personal,concept,part of,centros de trabajo,concept
articulo_74.txt,lista de electores,concept,subclass of,censo laboral,concept
articulo_74.txt,inclusiones,concept,opposite of,correcciones,concept
articulo_74.txt,correcciones,concept,opposite of,inclusiones,concept
articulo_74.txt,lista definitiva de electores,concept,facet of,electores,concept
articulo_74.txt,votación,concept,follows,proclamación de candidatos,concept
articulo_3.txt,Fuentes de la relación laboral,concept,facet of,relación laboral,concept
articulo_3.txt,obligaciones,concept,subclass of,derechos,concept
articulo_3.txt,disposiciones legales y reglamentarias,concept,country,Estado,loc
articulo_3.txt,convenios colectivos,concept,subclass of,convenio,concept
articulo_3.txt,contrato de trabajo,concept,subclass of,convenio,concept
articulo_3.txt,costumbres,concept,subclass of,usos,concept
articulo_3.txt,normas de rango superior,concept,subclass of,leyes,concept
articulo_3.txt,normas laborales,concept,part of,derecho,concept
articulo_3.txt,convencionales,concept,subclass of,disposiciones legales,concept
articulo_3.txt,contractuales,concept,subclass of,disposiciones legales,concept
articulo_3.txt,derecho necesario,concept,subclass of,derechos,concept
articulo_3.txt,deberes laborales básicos,concept,subclass of,Derechos,concept
articulo_23.txt,formación profesional,concept,subclass of,formación,concept
articulo_23.txt,derecho,concept,subclass of,derecho,concept
articulo_23.txt,profesional,concept,instance of,título académico,concept
articulo_23.txt,jornada ordinaria,concept,subclass of,jornada,concept
articulo_23.txt,perfeccionamiento profesional,concept,subclass of,formación,concept
articulo_23.txt,tiempo de trabajo efectivo,concept,subclass of,tiempo,concept
articulo_23.txt,directa,concept,opposite of,indirecta,concept
articulo_23.txt,indirecta,concept,opposite of,directa,concept
articulo_23.txt,permiso retribuido,concept,instance of,ley,concept
articulo_19.txt,Seguridad y salud en el trabajo,concept,facet of,trabajo,concept
articulo_19.txt,seguridad y salud en el trabajo,concept,subclass of,derecho,concept
articulo_19.txt,seguridad y salud en el trabajo,concept,facet of,trabajo,concept
articulo_19.txt,representantes legales,concept,facet of,empresario,concept
articulo_19.txt,Prevención de Riesgos Laborales,concept,main regulatory text,Ley 31/1995,concept
articulo_19.txt,accidente,concept,subclass of,riesgo,concept
articulo_19.txt,autoridad laboral,concept,part of,empresa,concept
articulo_32.txt,Garantías del salario,concept,facet of,salario,concept
articulo_32.txt,salario mínimo interprofesional,concept,subclass of,salario,concept
articulo_32.txt,créditos salariales,concept,subclass of,crédito,concept
articulo_32.txt,indemnizaciones por despido,concept,subclass of,mínimo legal,concept
articulo_32.txt,crédito salarial,concept,subclass of,salario,concept
articulo_32.txt,concurso,concept,subclass of,Concursal,concept
articulo_49.txt,Extinción del contrato,concept,facet of,contrato,concept
articulo_49.txt,contrato de trabajo,concept,subclass of,contrato de trabajo,concept
articulo_49.txt,mutuo acuerdo,concept,subclass of,acuerdo,concept
articulo_49.txt,contrato,concept,subclass of,derecho manifiesto,concept
articulo_49.txt,contrato de interinidad,concept,subclass of,contratos formativos,concept
articulo_49.txt,plazo máximo de duración,concept,subclass of,duración,concept
articulo_49.txt,prestación laboral,concept,part of,contrato,concept
articulo_49.txt,denuncia,concept,part of,contrato de trabajo,concept
articulo_49.txt,preaviso,concept,part of,convenio,concept
articulo_49.txt,invalidez,concept,subclass of,incapacidad,concept
articulo_49.txt,jubilación,concept,facet of,trabajador,concept
articulo_49.txt,extinción de la personalidad jurídica,concept,subclass of,extinción,concept
articulo_49.txt,abono,concept,subclass of,salario,concept
articulo_49.txt,extinción de la personalidad jurídica,concept,main regulatory text,artículo 51,concept
articulo_49.txt,imposibilite definitivamente la prestación de trabajo,concept,subclass of,fuerza mayor,concept
articulo_49.txt,técnicas,concept,part of,económicas,concept
articulo_49.txt,trabajador,concept,opposite of,empresario,concept
articulo_49.txt,empresario,concept,opposite of,trabajador,concept
articulo_49.txt,despido,concept,participant,trabajador,concept
articulo_49.txt,objetivas,concept,opposite of,legalmente procedentes,concept
articulo_49.txt,legalmente procedentes,concept,opposite of,objetivas,concept
articulo_49.txt,abandonar definitivamente su puesto de trabajo,concept,has cause,violencia de género,concept
articulo_49.txt,extinción del contrato,concept,has cause,extinción del mismo,concept
articulo_49.txt,finiquito,concept,subclass of,recibo,concept
articulo_80.txt,Votaciones,concept,manufacturer,Votaciones.com,org
articulo_80.txt,centro de trabajo,concept,part of,empresa,concept
